row, success, cause
https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sudowoodo.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/politoed.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/hoppip.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/skiploom.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/jumpluff.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/aipom.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sunkern.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sunflora.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/quagsire.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/espeon.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/umbreon.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/murkrow.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/misdreavus.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/unown.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/wobbuffet.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/girafarig.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/pineco.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/forretress.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/gligar.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/snubbull.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/granbull.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/teddiursa.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaring.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png, True, None
